title,paragraphs
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,APPRAISAL PHILOSOPHY AND EFFECTIVENESS Appraisal strategy is a key factor affecting both project drivers and project outcomes.
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Generally, asset developments are characterised by a Conservative, Moderate, or Aggressive approach, depending on the completeness and quality of the subsurface data that are used in the project. Each approach has implications for the project risks and benefits. Although project teams may not be able to control the appraisal data quality, poor quality data indicate risk or uncertainty that should be reflected in the RPE.  "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"The SMRG 2 Infill Project had a Moderate appraisal philosophy. Although the Samarang field has been producing for many years with multiple penetrations, the Moderate  rating for the appraisal strategy reflects the residual risk in the subsurface environment,  particularly given its high structural and stratigraphic complexities. The late addition of newly CONFIDENTIAL 20 IPA   acquired seismic acted to de-risk elements of appraisal for attic oil drilling; however, at the  time of authorisation, static uncertainty remained."
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"An effective appraisal program materially increases the RPE reliability for a given asset development. To characterise an appraisal program’s effectiveness in increasing the reliability of the RPE associated with the SMRG 2 Infill Project, we collected information on five factors: (1) reservoir complexity, (2) quality of seismic imaging, (3) reservoir properties, (4) geologic properties, and (5) fluid properties. These factors combine to form the Appraisal Effectiveness "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,Index (AEI). Table 12 has a discussion of the SMRG 2 Infill Project AEI components. Table 12 Review of AEI Component Factors Factor Status for the SMRG 2 Infill Project at Authorisation Reservoir Complexity Index Samarang’s RCI of 59 is higher than the industry average of 42. Elements of  the reservoir complexity are described earlier in this report. Quality of Seismic Imaging Seismic imaging quality is Moderate. The original seismic survey was shot over
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"20 years ago. Given the vintage, some navigation files of the original raw data are either inconsistent or missing. The problem was overcome by manually shifting traces to their supposed XY location; however, this led to a fault shift across the field when tying fault picks from wells and faults from 3D seismic. "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Because drilling was required along fault lines to target attic oil, this proved to  be a challenge. Data reprocessing was conducted in 2000 to enhance imaging. New seismic data were shot and incorporated into the SMRG 2 Infill Project’s  depletion plans, but not until after authorisation and hence are not taken into  consideration for this rating. On a scale of 1 (Excellent) to 5 (Poor), the seismic quality is rated 3 (Moderate). Geologic Properties Static properties are Definitive. There are more than 150 wells with log data in Samarang field. Sidewall cores from shallow and intermediate reservoirs were  taken in 1975. In addition, sidewall and conventional cores are available from J, K, and M sands. During Samarang Phase 1 drilling, cores were also taken in  reservoir C. On a scale of 3 (Assumed) to 1 (Definitive), the static modelling is rated 1 (Definitive). Fluid Properties"
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Fluid properties are Preliminary. More than 20 wells are available for fluid analysis. The field has over 30 years of production history with producing wells tested every year. However, fluid samples are not from all key compartments, particularly from east flank reservoirs. Fluid contacts are also uncertain in the east flank. "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"On a scale of 3 (Assumed) to 1 (Definitive), the fluid characterisation is rated 2  (Preliminary). Reservoir Dynamic Properties"
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Dynamic properties are Preliminary. 3D simulations had been performed along with history matching. Based on production data collected mid-2011, models were planned to be updated leading up to authorisation. In addition, models were further updated during execution once updated seismic and additional development drilling data became available.  "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"On a scale of 3 (Assumed) to 1 (Definitive), the dynamic modelling is rated 2  (Preliminary). AEI  Chance of significant (≥20 percent) RPE downgrade:  32 percent (Moderate) CONFIDENTIAL 21 IPA TECHNOLOGY CONSIDERATIONS"
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Technological considerations affect project outcomes and, ideally, precede team selection and both Facilities FEL and Wells FEL. Research has established that facilities design choices, such as new technology or use of off-the-shelf technology, directly drive absolute cost and schedule. In this section, we discuss the approaches to technology for the "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,SMG 2 Infill Project facilities and wells and explore their influence on the project.
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Note that over the last few years, IPA has observed many projects that obtained tremendous cost benefit from using standardised designs. In some cases, companies have consistently used the same general design for their facilities and achieved much better results in absolute cost and schedule compared with projects that have similar Facilities FEL. "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Facilities The SMRG 2 Infill Project facilities team used no new to Industry technology. That said,  the use of integrated operations field management is new to PSCB. Wells"
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"The SMRG 2 Infill Project’s Well Complexity Index (WCI) of 51 is less complex than the industry average (62). Three elements more complex than Industry were associated with the multi-zone completion design, requirements for sand control—both driven by reservoir complexity—and the rig new to the team and location. Figure 13 shows the Well Complexity "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,Index (WCI) components. Figure 13 CONFIDENTIAL 22 IPA TEAM CONSIDERATIONS Integration
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"IPA defines an integrated team as a team of full- or part-time representatives covering all key disciplines, involved prior to FEL 3, and having specific responsibilities that are defined and understood by all team members with the authority to make decisions. Research shows that having an integrated team results in better overall project performance.  "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"During planning and at authorisation, the SMRG 2 Infill Project team was integrated with all functions that could influence project outcomes present on the team. Organisational charts for FEED and execution were developed. That said, there were several turnovers in key project team members during execution, including the project manager. In addition, the "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"PETRONAS project controls manager position was vacant for approximately 1 year before  being filled in April 2014. Team Development Index Team Development Index SMRG 2 Infill Project Industry Average Un de  ve lo  pe d Fa ir Po or G oo  d Figure 14 As shown in Figure 14, the SMRG 2 Infill Project had a Fair Team Development Index  (TDI). For a detailed explanation of IPA’s TDI and ratings, please refer to the Team"
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Development Index Appendix. Note that the TDI has been validated only for onshore projects and is provided here only as a reference. The TDI includes four components; each component has equal weight. Below, we discuss the status of each SMRG 2 Infill Project component: • Project Objectives: This TDI element measures whether the project has established objectives, how well the business objectives have been translated to documented project objectives, and how well the team understands the project objectives. There were changes in project scope and hence objectives for the "
